Student_ID,Name,Program,Year,Email
S11380,Sheryl Howard,Engineering,3rd,normanmolly@example.com
S11381,David Calhoun,Data Science,3rd,caroline48@example.com
S11382,Justin Watson,Data Science,3rd,sjohnson@example.org
S11383,Tonya Silva,Data Science,2nd,jimmy26@example.com
S11384,Stephen Wallace,Business Analytics,4th,hatfieldangela@example.org
S11385,Timothy Perkins,Business Analytics,3rd,toniforbes@example.net
S11386,Justin Mitchell,Data Science,4th,moodytiffany@example.net
S11387,Emma Gaines,Business Analytics,3rd,ashleynelson@example.org
S11388,Kristine Chandler,Engineering,1st,samantha51@example.net
S11389,John Gonzalez,Data Science,4th,nelsonjeremy@example.org
S11390,Rachel Wright,Business Analytics,3rd,garciamark@example.org
S11391,William Fuentes,Engineering,1st,lopezkaren@example.com
S11392,Jeffrey Chang,Engineering,3rd,ericaharrison@example.net
S11393,Lindsey Cooper,Computer Science,1st,schmidtaaron@example.net
S11394,Maria Cortez,Computer Science,3rd,medwards@example.org
S11395,Terri Long,Computer Science,2nd,cassandrayoung@example.com
S11396,Kelly Young,Computer Science,4th,vanessajohnson@example.com
S11397,Danny Mckinney,Computer Science,1st,reynoldsraymond@example.org
S11398,Isabella Davis MD,Business Analytics,4th,unelson@example.com
S11399,Scott Ramirez,Engineering,2nd,kevin93@example.net
S11400,Audrey Sanchez,Computer Science,4th,donna60@example.org
S11401,Deborah Castillo,Computer Science,2nd,oliviamoore@example.org
S11402,Maria Price,Business Analytics,3rd,cheryl44@example.com
S11403,Heather Cline,Business Analytics,2nd,jessica37@example.net
S11404,Devin Morton,Data Science,2nd,qthornton@example.com
S11405,Stephanie Mcclure,Business Analytics,4th,pmendoza@example.org
S11406,Charles Wallace,Business Analytics,1st,yking@example.org
S11407,Hannah Gibbs,Engineering,1st,vincentwhitney@example.com
S11408,Antonio Adams,Data Science,2nd,jmiller@example.com
S11409,Robert Smith,Computer Science,2nd,catherine48@example.org
S11410,Terrence Alvarez,Business Analytics,1st,vknight@example.net
S11411,Kathryn Perez,Computer Science,3rd,bettyguerrero@example.org
S11412,Laura Williams,Computer Science,2nd,durhamhenry@example.com
S11413,Luis Neal,Business Analytics,1st,susan63@example.net
S11414,Dale Brooks MD,Business Analytics,4th,michaelwoodward@example.net
S11415,Jennifer Smith,Data Science,2nd,armstrongamanda@example.net
S11416,Anthony Campbell,Computer Science,3rd,kjackson@example.org
S11417,Robin Hansen,Engineering,2nd,sandrahill@example.net
S11418,Logan Adams,Business Analytics,1st,henrylucas@example.com
S11419,Joanna Thompson,Engineering,3rd,amartinez@example.org
S11420,Kyle Lawrence,Business Analytics,3rd,vhebert@example.org
S11421,Cindy Bond,Computer Science,4th,claudiachan@example.org
S11422,Melissa Jones,Computer Science,4th,jimmykim@example.net
S11423,Charles Barnett,Data Science,1st,joshuaparker@example.com
S11424,Mary Burns,Engineering,4th,mcline@example.org
S11425,Bryan Bauer,Engineering,4th,davispaul@example.net
S11426,Christina Jones,Data Science,3rd,imcguire@example.com
S11427,Ryan Evans,Business Analytics,4th,lindarodriguez@example.net
S11428,Sara Grant,Computer Science,2nd,dennismatthew@example.org
S11429,Jessica Little,Computer Science,1st,lisa36@example.com
S11430,Derek Lewis,Computer Science,1st,burnsjohn@example.com
S11431,Teresa Bass,Data Science,4th,bradyanna@example.net
S11432,Sheri Casey,Data Science,4th,lewisjustin@example.net
S11433,Nathan Hays,Business Analytics,3rd,villegasshawna@example.net
S11434,Dylan Davis,Data Science,4th,jamie73@example.net
S11435,Steve Blankenship,Business Analytics,4th,craigmathis@example.com
S11436,Jerry King,Computer Science,2nd,jwilliams@example.com
S11437,Sarah Walker,Engineering,4th,betty03@example.org
S11438,Courtney Vazquez,Business Analytics,3rd,colleen12@example.net
S11439,John Sanchez,Engineering,4th,calvin23@example.org
S11440,Dominic Carr,Computer Science,1st,brian92@example.net
S11441,Lisa Ingram DDS,Business Analytics,3rd,john98@example.net
S11442,James Rios,Business Analytics,1st,william74@example.com
S11443,William Cook,Data Science,4th,flemingsusan@example.net
S11444,Lauren Butler,Business Analytics,1st,lisabradshaw@example.com
S11445,Herbert Delgado,Business Analytics,3rd,robert36@example.net
S11446,Jose Brown,Business Analytics,4th,whuffman@example.com
S11447,Karl Richardson,Business Analytics,1st,christophershort@example.com
S11448,Gary Shelton,Engineering,4th,hernandezmatthew@example.net
S11449,Jordan Curtis,Engineering,1st,denisemoore@example.org
S11450,Holly Johnson,Data Science,4th,umccullough@example.net
S11451,Stacy Anderson,Business Analytics,2nd,snyderdarrell@example.com
S11452,George Richardson,Data Science,2nd,vanceronald@example.org
S11453,Sara Cole,Computer Science,4th,cynthiaburke@example.org
S11454,Walter Johnson,Engineering,3rd,scott89@example.org
S11455,Mark Marshall,Engineering,2nd,ann53@example.com
S11456,Jason Mueller,Computer Science,2nd,sgoodman@example.net
S11457,Dave Munoz,Computer Science,4th,erodriguez@example.net
S11458,Mark Holt,Engineering,2nd,autumn43@example.com
S11459,Mackenzie Thompson,Business Analytics,2nd,ysmith@example.net
S11460,Darlene Anderson,Engineering,3rd,dustinnoble@example.com
S11461,Jodi Mullins,Engineering,4th,evillanueva@example.net
S11462,Christopher Garcia,Data Science,2nd,theresa36@example.org
S11463,Dr. Anthony English MD,Computer Science,3rd,copelandrachael@example.com
S11464,Jennifer Sullivan,Data Science,2nd,gvazquez@example.org
S11465,John Adkins,Engineering,1st,troy12@example.org
S11466,Christine Smith,Engineering,3rd,stoutjennifer@example.com
S11467,Rebecca Braun,Business Analytics,4th,jasmine83@example.com
S11468,Todd Hardy,Business Analytics,4th,cynthiagutierrez@example.com
S11469,Karen Hill,Engineering,1st,popesharon@example.com
S11470,Gregory Perez,Engineering,4th,mirandaadams@example.com
S11471,Judy Baker,Data Science,3rd,karen69@example.net
S11472,Jacob Richards,Engineering,4th,tgarner@example.org
S11473,Stacey Boyd,Engineering,1st,guerrerodavid@example.net
S11474,Charles Brown,Business Analytics,1st,smithmikayla@example.net
S11475,Jessica Dawson,Engineering,1st,leealyssa@example.org
S11476,Erika Jackson,Computer Science,3rd,genejones@example.org
S11477,David Cohen,Business Analytics,2nd,sarah76@example.com
S11478,Bobby Smith,Engineering,1st,agreer@example.net
S11479,Tracy Fernandez,Computer Science,4th,dlittle@example.com
S11480,Jesus Stone,Computer Science,3rd,amanda59@example.net
S11481,Brittany Taylor,Computer Science,2nd,elizabeth53@example.net
S11482,Gregory Pierce,Business Analytics,3rd,william64@example.com
S11483,Clayton Alexander,Engineering,1st,rachel18@example.com
S11484,Ms. Jasmine Cook,Engineering,1st,andrewsdustin@example.net
S11485,Heather Howard,Engineering,1st,csimon@example.org
S11486,Kevin Huber,Engineering,3rd,ostephenson@example.net
S11487,Alan Walters,Computer Science,4th,colleen72@example.org
S11488,Steven Lynch,Business Analytics,3rd,faith86@example.org
S11489,Hannah Shaw,Business Analytics,4th,wpoole@example.org
S11490,Ashley Watts,Business Analytics,2nd,danielhamilton@example.org
S11491,Gary Medina,Data Science,2nd,penny91@example.com
S11492,Matthew Hebert,Business Analytics,4th,kennethdavenport@example.net
S11493,Tracey Salinas,Data Science,3rd,larryosborne@example.net
S11494,Jennifer Shepherd,Computer Science,3rd,justinsmith@example.org
S11495,Jason Torres,Engineering,2nd,wmeza@example.net
S11496,Marco Harrison,Data Science,1st,griffinkelly@example.com
S11497,Luis Campbell,Computer Science,4th,jdougherty@example.org
S11498,Samuel Estes,Engineering,2nd,danielwilson@example.net
S11499,Shirley Jones,Computer Science,3rd,cruztamara@example.org
S11500,Lisa Becker,Engineering,4th,robert19@example.com
S11501,Jennifer Nelson,Computer Science,4th,reynoldsmindy@example.com
S11502,Charlene Estrada,Business Analytics,1st,laura89@example.com
S11503,Brandy Delgado,Engineering,2nd,landerson@example.net
S11504,Thomas Wilson,Engineering,4th,wturner@example.org
S11505,Amy Watson,Business Analytics,4th,martinezkevin@example.org
S11506,Austin Christian,Business Analytics,3rd,ehenderson@example.net
S11507,Joshua Wood,Data Science,2nd,kerry19@example.net
S11508,Latoya Wagner,Computer Science,3rd,shariholmes@example.org
S11509,Alice Hogan,Business Analytics,2nd,williambruce@example.net
S11510,Ronald Mccormick,Engineering,4th,pshaw@example.org
S11511,Isaac Walters,Data Science,2nd,holmesalyssa@example.com
S11512,Tara Clark,Computer Science,2nd,cynthia93@example.com
S11513,Anna Atkinson,Computer Science,2nd,whayes@example.net
S11514,Heather Warner,Engineering,3rd,ureynolds@example.net
S11515,Luis Robinson,Business Analytics,2nd,nathanclark@example.org
S11516,Christopher Mckee,Engineering,3rd,cindysaunders@example.com
S11517,Karen Ochoa,Business Analytics,3rd,victoriachang@example.net
S11518,Dawn James,Data Science,2nd,campbelltyler@example.net
S11519,Jessica Owens,Engineering,4th,amcdonald@example.com
S11520,Nicholas Williams,Engineering,1st,qturner@example.net
S11521,Richard Vaughn,Business Analytics,2nd,annflores@example.net
S11522,Susan Cross,Data Science,4th,jeffrey08@example.com
S11523,Joseph Scott,Engineering,3rd,catherinemartinez@example.org
S11524,Natasha Martinez,Computer Science,1st,williamwilkerson@example.com
S11525,Lisa Bryant,Computer Science,2nd,cameron79@example.net
S11526,Jose Briggs,Business Analytics,2nd,xlewis@example.net
S11527,Chelsea Landry,Computer Science,3rd,preston61@example.net
S11528,Nicole Frazier,Business Analytics,2nd,johnsonmichaela@example.org
S11529,Brooke Patel,Engineering,1st,michaelhernandez@example.net
S11530,Andrea Turner,Engineering,2nd,gonzalezjennifer@example.com
S11531,Christian Rivera,Business Analytics,2nd,mikeburke@example.org
S11532,Annette Flores,Data Science,2nd,crystalgeorge@example.org
S11533,Amanda Peters,Business Analytics,3rd,johnsonjared@example.net
S11534,Jeremiah Zimmerman,Data Science,4th,courtney78@example.com
S11535,George Rogers,Engineering,1st,joseph35@example.net
S11536,Casey Escobar,Business Analytics,4th,brucecharles@example.com
S11537,Jill Lewis,Engineering,1st,gina01@example.org
S11538,Darren Park,Business Analytics,2nd,ana98@example.org
S11539,Jonathan Reyes,Engineering,4th,kyle92@example.com
S11540,Shari Jennings,Engineering,3rd,thomasrachel@example.org
S11541,Lisa Martin,Computer Science,4th,robertjohnson@example.net
S11542,Gregory Palmer,Computer Science,4th,ortegapaul@example.net
S11543,April Swanson,Computer Science,3rd,steve26@example.net
S11544,Brian Anderson,Data Science,3rd,andreascott@example.net
S11545,Cynthia Harvey,Engineering,1st,amanda16@example.com
S11546,Jamie Cobb,Computer Science,1st,dustineaton@example.com
S11547,Andrew Valdez,Data Science,1st,jrodriguez@example.org
S11548,Renee Morris,Business Analytics,2nd,mcdanieljoshua@example.org
S11549,Brandi Elliott,Engineering,2nd,sean21@example.net
S11550,Elizabeth Perez,Computer Science,4th,jeffreydouglas@example.net
S11551,John Holland,Data Science,4th,christopher34@example.net
S11552,Kimberly Wells,Engineering,3rd,ylynch@example.org
S11553,Marilyn Goodwin,Computer Science,1st,mary02@example.org
S11554,Judith Kim,Engineering,3rd,normancatherine@example.com
S11555,Robert Howard,Computer Science,3rd,tina96@example.net
S11556,Christine Lewis,Computer Science,1st,kimberly06@example.org
S11557,Bianca Wall,Data Science,3rd,crystal17@example.com
S11558,Shawn Cook,Data Science,4th,christina60@example.com
S11559,Nicole Moore,Data Science,3rd,bonillasamuel@example.net
S11560,Jessica Floyd,Data Science,2nd,buckpatrick@example.net
S11561,Savannah Rodriguez,Computer Science,4th,jamescollins@example.com
S11562,Larry Perez,Data Science,4th,haledenise@example.com
S11563,Nancy Hart,Engineering,4th,martinjeffrey@example.net
S11564,Jacqueline Winters,Business Analytics,2nd,lindaoconnor@example.com
S11565,Matthew Ramsey PhD,Computer Science,4th,robbinsmargaret@example.net
S11566,Kelly Lowe,Business Analytics,1st,madelinepark@example.net
S11567,Michael Malone,Business Analytics,3rd,williamserik@example.org
S11568,Darren Bell,Data Science,1st,brandoncervantes@example.net
S11569,Karen Franklin,Engineering,2nd,uzhang@example.com
S11570,Cynthia Anderson,Business Analytics,1st,ralph76@example.net
S11571,Dr. Michael Campos,Data Science,4th,brianfreeman@example.com
S11572,Stephen Brown,Data Science,2nd,nelsonrachael@example.net
S11573,Michael Martin,Engineering,2nd,zrobinson@example.net
S11574,Joyce King,Engineering,3rd,sarah36@example.org
S11575,Justin Barnes,Data Science,1st,riversmichael@example.net
S11576,Dennis Lynch,Computer Science,2nd,parkersteven@example.com
S11577,Rachel Fox,Engineering,4th,chudson@example.org
S11578,Edward Ray,Computer Science,1st,radams@example.net
S11579,Erica Vega,Computer Science,1st,madisoncolon@example.net
S11580,Jessica Turner,Business Analytics,1st,connor87@example.net
S11581,Brett Lewis,Engineering,3rd,matthewsmadison@example.com
S11582,Mallory Buchanan,Computer Science,1st,angelicaflowers@example.org
S11583,Lisa Beasley,Engineering,1st,traceypittman@example.org
S11584,Diana Flores,Business Analytics,2nd,acharles@example.com
S11585,Michael Riley,Business Analytics,4th,kevinglover@example.org
S11586,Andrea Riley,Business Analytics,3rd,donald68@example.org
S11587,Amanda Burns,Business Analytics,2nd,jonessarah@example.org
S11588,Peter Townsend,Data Science,4th,waltonkatie@example.org
S11589,Samantha Johnson,Engineering,1st,tgibson@example.org
S11590,Bobby Dunn,Computer Science,4th,upierce@example.net
S11591,Michael Norman,Data Science,2nd,kevin73@example.com
S11592,Daniel Alexander,Data Science,1st,wevans@example.org
S11593,Jason Carpenter,Data Science,2nd,nicholas95@example.net
S11594,Andrea Montgomery,Engineering,2nd,stephaniesmith@example.net
S11595,Whitney Acosta,Computer Science,3rd,deckerkenneth@example.net
S11596,Annette Mcdonald,Data Science,4th,jameshannah@example.net
S11597,Anthony Soto,Engineering,2nd,danielortiz@example.net
S11598,Kyle Palmer,Computer Science,1st,ericdavis@example.com
S11599,Matthew Sellers,Engineering,4th,tina01@example.com
S11600,Michael Stephens,Business Analytics,1st,rodriguezwilliam@example.com
S11601,Timothy Strong,Computer Science,4th,bryansimpson@example.org
S11602,Sandra Wilson,Business Analytics,1st,fosterjuan@example.org
S11603,Timothy Mcfarland,Computer Science,4th,ochoayolanda@example.org
S11604,Charles Baker MD,Business Analytics,4th,smithjoseph@example.net
S11605,Rachel Miller,Data Science,2nd,tracy02@example.com
S11606,Sharon Steele,Engineering,3rd,melindalewis@example.org
S11607,Erika Graham,Computer Science,1st,cwashington@example.net
S11608,Sierra Castro,Business Analytics,2nd,ashley52@example.com
S11609,Anthony Greer,Engineering,2nd,hollyhall@example.net
S11610,Rodney Olsen,Data Science,2nd,katieoliver@example.net
S11611,David Huber,Data Science,1st,taylorcalhoun@example.net
S11612,Kimberly Cole,Engineering,2nd,jbenton@example.com
S11613,Stephanie Henry,Engineering,3rd,rperez@example.org
S11614,Katherine Thomas,Computer Science,1st,ryang@example.net
S11615,Tommy Scott,Engineering,2nd,aguirreamanda@example.net
S11616,Jeffrey Parker,Engineering,3rd,fosterethan@example.net
S11617,Ashley Snow,Business Analytics,4th,ygonzalez@example.com
S11618,Tina Livingston,Business Analytics,1st,heidi15@example.org
S11619,William Smith,Data Science,3rd,sara02@example.com
S11620,Bryan Gibson,Engineering,4th,emilysaunders@example.com
S11621,Jennifer Smith,Business Analytics,4th,stephanie18@example.org
S11622,Daniel Medina,Data Science,3rd,sbaird@example.com
S11623,Matthew Bradley,Business Analytics,4th,donna99@example.net
S11624,Jessica Figueroa,Business Analytics,2nd,wagnerdaniel@example.com
S11625,Lisa Anderson,Computer Science,2nd,simsrenee@example.com
S11626,Cynthia Davis,Business Analytics,1st,timothy48@example.org
S11627,Bridget Barry,Business Analytics,4th,spowell@example.net
S11628,Wendy Meza,Engineering,3rd,markburgess@example.com
S11629,Michele Maynard,Business Analytics,3rd,holmessteven@example.net
S11630,Andrew Garrison,Data Science,1st,cory15@example.com
S11631,Amanda Moore,Computer Science,1st,brianpineda@example.net
S11632,Heather Wallace,Computer Science,4th,jennifercarter@example.com
S11633,Christian Smith,Business Analytics,3rd,robertamcgee@example.com
S11634,Angela Johnson,Computer Science,4th,barbara30@example.com
S11635,William Ibarra,Computer Science,2nd,laura58@example.net
S11636,Sally Cook,Engineering,3rd,cochranapril@example.com
S11637,Lori Christensen,Data Science,4th,connertanya@example.net
S11638,Donald Crane,Computer Science,3rd,donaldsanders@example.com
S11639,Kathleen Everett,Engineering,3rd,brandilopez@example.net
S11640,Jennifer Parker,Engineering,2nd,smithaaron@example.com
S11641,Christopher Tanner,Computer Science,4th,brandonrichardson@example.net
S11642,Brenda Miller,Business Analytics,4th,benjaminmaxwell@example.net
S11643,Vanessa Mercer,Computer Science,4th,rodriguezsandra@example.net
S11644,Teresa Johnson,Engineering,2nd,shannonsandoval@example.net
S11645,Juan Yates,Computer Science,3rd,frobles@example.org
S11646,Brett Foster,Data Science,4th,kyleromero@example.org
S11647,Sean Armstrong,Engineering,1st,williamsscott@example.net
S11648,Leslie Mejia,Engineering,3rd,lorifields@example.net
S11649,Matthew Campbell,Engineering,1st,samantha93@example.com
S11650,Allen Velasquez,Data Science,4th,brentkeller@example.net
S11651,Craig Humphrey,Engineering,3rd,alianna@example.com
S11652,Dr. Elizabeth Johnson,Data Science,1st,noah96@example.org
S11653,Barry Peterson,Computer Science,3rd,cvargas@example.org
S11654,Brooke Terry,Data Science,1st,kallen@example.org
S11655,Jennifer Sanchez,Data Science,1st,barnettangela@example.com
S11656,Craig Hall,Computer Science,3rd,stephaniesalazar@example.com
S11657,Ryan Peters,Engineering,3rd,stevenspatrick@example.org
S11658,Jenna Ramirez,Business Analytics,4th,rhernandez@example.org
S11659,Christopher Wright,Computer Science,3rd,foleymichael@example.org
S11660,Jerry Richard,Data Science,2nd,mariapreston@example.org
S11661,Terri Rodriguez,Business Analytics,3rd,jimenezvictor@example.com
S11662,Stephanie Rodriguez,Computer Science,2nd,ronaldrussell@example.net
S11663,Susan Cantu,Business Analytics,2nd,frances54@example.net
S11664,Anthony Gonzalez,Engineering,2nd,mgardner@example.net
S11665,Noah Johnson,Data Science,2nd,maryestrada@example.com
S11666,Thomas Dunlap,Data Science,4th,maryhall@example.com
S11667,Tiffany Clarke,Data Science,2nd,smithjoseph@example.org
S11668,Donna Watkins,Engineering,2nd,jamesmcclain@example.org
S11669,Mary Hernandez,Computer Science,2nd,ericlittle@example.com
S11670,Stacey Jenkins,Engineering,3rd,wilsonbenjamin@example.org
S11671,Alexander Scott,Engineering,3rd,tmaldonado@example.net
S11672,Michael Sparks,Computer Science,2nd,hschneider@example.com
S11673,David Whitaker,Business Analytics,2nd,robertcannon@example.org
S11674,Jesus Cameron,Business Analytics,2nd,woodpaul@example.com
S11675,Linda Estrada,Engineering,4th,lmartinez@example.net
S11676,Karen Campbell,Business Analytics,2nd,jonathan63@example.com
S11677,Nancy Daniel DDS,Data Science,4th,allenphilip@example.org
S11678,Randy Owen,Engineering,3rd,daniel58@example.org
S11679,Margaret Graham,Business Analytics,1st,lori26@example.net
S11680,Donald Payne,Engineering,3rd,robertsalyssa@example.com
S11681,Christine Sims,Engineering,3rd,erica43@example.com
S11682,Kimberly Washington,Data Science,2nd,csmith@example.org
S11683,Nathan Benson,Business Analytics,1st,bishopkristy@example.org
S11684,Tammy Mendez,Computer Science,1st,mcbridealexis@example.org
S11685,William Bautista,Business Analytics,4th,dunnjeffrey@example.net
S11686,Thomas Hoover,Computer Science,1st,mooreamy@example.net
S11687,Vanessa Fry,Data Science,2nd,garciajavier@example.org
S11688,Dorothy Martinez,Computer Science,1st,joseph15@example.net
S11689,Marilyn White,Data Science,2nd,nathanknapp@example.com
S11690,Brandon Medina,Business Analytics,3rd,thomasrichard@example.com
S11691,Scott Murphy,Computer Science,4th,rochaanthony@example.com
S11692,Joseph Gonzalez,Business Analytics,3rd,pattersonkimberly@example.org
S11693,Crystal Thomas,Engineering,1st,johnsonmatthew@example.org
S11694,Brenda Martinez,Engineering,4th,joseph83@example.net
S11695,Kenneth Patterson,Engineering,3rd,lewissarah@example.org
S11696,Jason Rosales,Business Analytics,3rd,mullinsgabriel@example.net
S11697,Christopher Banks,Engineering,4th,harveyjohn@example.com
S11698,Francisco Evans,Computer Science,1st,donald82@example.net
S11699,Melinda Robinson,Data Science,4th,james23@example.com
S11700,Jessica Clark,Computer Science,4th,nsmith@example.org
S11701,Angela Bentley,Business Analytics,4th,garciavictoria@example.com
S11702,Amy Warner,Computer Science,4th,xvaughn@example.org
S11703,Hector King,Business Analytics,3rd,tanyamorgan@example.net
S11704,Brian Nolan,Engineering,4th,elindsey@example.com
S11705,Wayne Schwartz,Engineering,4th,jason98@example.net
S11706,Kim Morris DDS,Computer Science,4th,chapmanjames@example.net
S11707,Brad Trujillo,Data Science,1st,jacob71@example.com
S11708,Sarah Carter,Business Analytics,1st,patricktyler@example.net
S11709,Katherine Kelly,Computer Science,3rd,salinasgina@example.com
S11710,Jordan Stone,Business Analytics,1st,david87@example.com
S11711,Mandy Waters,Computer Science,2nd,riveratonya@example.net
S11712,Emily Johnson,Computer Science,2nd,hbradley@example.org
S11713,Laura Perez,Computer Science,1st,grantscott@example.com
S11714,Elizabeth Trevino,Engineering,3rd,brownkimberly@example.net
S11715,Donald Padilla,Engineering,2nd,arroyoandrea@example.org
S11716,Steven Sloan,Computer Science,3rd,paulmccullough@example.org
S11717,Donna Lee,Computer Science,1st,christopherkelly@example.net
S11718,Jeanette Murray,Business Analytics,2nd,jayramirez@example.net
S11719,Shawn Nichols,Engineering,1st,lisa11@example.net
S11720,Cody Wilson,Business Analytics,1st,dianaking@example.org
S11721,Paul Smith,Business Analytics,4th,crossanthony@example.org
S11722,Kelly Davila,Data Science,4th,burnsjudith@example.com
S11723,Erin Boyle,Engineering,1st,ddavis@example.org
S11724,Hannah Watts,Data Science,1st,steve69@example.org
S11725,Faith Sweeney,Business Analytics,2nd,jean63@example.org
S11726,Stacy Berg,Business Analytics,1st,alvarezstephanie@example.org
S11727,Richard Kemp,Business Analytics,4th,cynthiaoneal@example.org
S11728,Cynthia Thompson,Computer Science,1st,nicholstravis@example.org
S11729,Tracy Stokes,Business Analytics,1st,hmcdaniel@example.net
S11730,Martin Johnston,Engineering,2nd,shelleywood@example.net
S11731,Melissa Ayers,Engineering,2nd,reedmegan@example.net
S11732,Debra Adams,Computer Science,4th,whitney74@example.com
S11733,Stephanie Pennington,Computer Science,3rd,qcooper@example.com
S11734,Carolyn Curtis,Computer Science,3rd,codyfigueroa@example.org
S11735,Teresa Banks,Computer Science,4th,jennifermartinez@example.com
S11736,Brian Gross,Business Analytics,2nd,erodriguez@example.net
S11737,Deanna Reilly,Engineering,3rd,lauramoss@example.com
S11738,Matthew Harrison,Data Science,2nd,davidflores@example.com
S11739,Lauren Ellis,Engineering,2nd,wilsonraymond@example.org
S11740,Carl Cole,Computer Science,1st,pricejessica@example.org
S11741,Crystal Lawson,Data Science,4th,robert58@example.net
S11742,Jonathan Mooney,Engineering,1st,russelljohnson@example.com
S11743,Richard Foster,Computer Science,4th,schmidtjennifer@example.net
S11744,Derek Doyle,Data Science,4th,alexa57@example.com
S11745,Emily Wolf,Business Analytics,2nd,zimmermantheresa@example.net
S11746,Misty Ray,Business Analytics,2nd,michellearnold@example.org
S11747,Regina Olsen,Computer Science,1st,ljuarez@example.net
S11748,Lauren Knapp,Engineering,2nd,newmandavid@example.org
S11749,Daniel Pitts,Engineering,2nd,bergercharles@example.net
S11750,Donna Perez,Engineering,4th,aarontownsend@example.org
S11751,Aaron Martinez,Computer Science,4th,steven20@example.org
S11752,Sandra Miles,Computer Science,1st,kroberts@example.com
S11753,Andrew Heath,Data Science,4th,larajennifer@example.com
S11754,Bradley Roberson,Engineering,1st,christinereeves@example.net
S11755,William Davis,Engineering,1st,wrighteric@example.org
S11756,Adam Richardson,Engineering,1st,ashley98@example.com
S11757,Joseph Smith,Business Analytics,2nd,zsmith@example.net
S11758,Christopher Estrada,Business Analytics,1st,amberhouston@example.net
S11759,Christopher Wilson,Data Science,2nd,wilsonelizabeth@example.net
S11760,Katherine Williams,Computer Science,4th,brian53@example.org
S11761,Amanda Yu,Data Science,2nd,bkeller@example.com
S11762,David Ellis,Engineering,3rd,nicolepowell@example.com
S11763,Michelle Wright,Business Analytics,3rd,bfloyd@example.net
S11764,Sue Torres,Data Science,4th,smithjames@example.org
S11765,Francis Jackson,Engineering,1st,jessicafrost@example.org
S11766,Jennifer Ingram,Engineering,1st,jennifersherman@example.com
S11767,Brian Watson,Data Science,3rd,rachel59@example.net
S11768,Brandon Michael,Engineering,3rd,brookesellers@example.net
S11769,David Hobbs,Computer Science,1st,matthewcox@example.com
S11770,Michael Bailey,Data Science,4th,mike01@example.org
S11771,Kenneth Wilkins,Computer Science,3rd,elizabeth49@example.com
S11772,Stacy Mckay,Data Science,3rd,marcusfleming@example.net
S11773,Ryan Bass,Business Analytics,1st,charles02@example.net
S11774,Charles Marquez,Computer Science,2nd,lucasjames@example.com
S11775,Jasmine Murphy,Computer Science,1st,martinezjim@example.net
S11776,Andrew Hampton,Business Analytics,1st,jpratt@example.org
S11777,Catherine Rich,Business Analytics,3rd,marciareed@example.net
S11778,Heather Hampton,Business Analytics,1st,sherry54@example.org
S11779,Daniel Howell,Computer Science,4th,erica64@example.net
S11780,Jasmine Koch,Business Analytics,4th,valerie51@example.com
S11781,Marie Whitney,Engineering,1st,william06@example.org
S11782,Lauren Glover,Computer Science,1st,jamie79@example.org
S11783,Alexis Stephenson,Computer Science,2nd,ericacook@example.com
S11784,Timothy Sexton,Data Science,2nd,amandamiddleton@example.com
S11785,Denise Hernandez,Business Analytics,2nd,marksanthony@example.org
S11786,Mark Daniels,Computer Science,3rd,xrandolph@example.com
S11787,Jonathan Hughes,Data Science,4th,tyler31@example.com
S11788,Paul Monroe,Data Science,2nd,mschmidt@example.net
S11789,Gregory Brown,Business Analytics,2nd,lucas23@example.net
S11790,Ernest Mayer,Data Science,1st,nfrazier@example.org
S11791,Nicole Hampton,Computer Science,2nd,qzamora@example.net
S11792,Timothy Edwards,Business Analytics,3rd,reynoldslogan@example.com
S11793,Michael Larson,Engineering,4th,joel70@example.org
S11794,William Brown DDS,Business Analytics,2nd,fbates@example.org
S11795,Billy Miller,Engineering,4th,radkins@example.org
S11796,Sean Baxter,Business Analytics,3rd,michaelmoore@example.net
S11797,Amanda Perez,Engineering,1st,pacejonathon@example.org
S11798,Kyle Anderson,Business Analytics,4th,choialbert@example.org
S11799,Michael Warren,Engineering,4th,nbrown@example.com
S11800,Brian Olson,Business Analytics,1st,wrightbenjamin@example.com
S11801,Mary Bryan,Computer Science,2nd,njohnson@example.net
S11802,Kelly Hancock,Computer Science,1st,talexander@example.com
S11803,Ashley Morgan MD,Business Analytics,2nd,jenningsjulie@example.org
S11804,Holly Lucas,Computer Science,2nd,garciamelissa@example.org
S11805,Carlos Wade,Computer Science,2nd,dmaxwell@example.org
S11806,Scott Morales,Computer Science,3rd,tanya62@example.net
S11807,Ryan Salazar,Business Analytics,2nd,ruthjackson@example.net
S11808,Abigail Thomas,Data Science,1st,wmartin@example.com
S11809,Matthew Hickman,Data Science,1st,stephaniemarshall@example.com
S11810,Stephen Richardson,Engineering,1st,harrisonchristina@example.org
S11811,Donna Rivera,Data Science,3rd,olsenjulia@example.com
S11812,Kyle Smith,Computer Science,4th,jonathanmartinez@example.com
S11813,Kristen Adams,Engineering,3rd,moniquereeves@example.org
S11814,Nicholas Lopez,Computer Science,2nd,zrush@example.com
S11815,Kyle Taylor,Computer Science,1st,sara83@example.net
S11816,Courtney Pierce,Data Science,2nd,stephenwilson@example.org
S11817,Mrs. Andrea Peterson MD,Engineering,2nd,jasminewilson@example.com
S11818,Daniel Davis,Engineering,3rd,bensonandrea@example.net
S11819,Katelyn Davis,Computer Science,4th,kimberly79@example.net
S11820,Matthew Fisher,Business Analytics,2nd,boydvicki@example.com
